customer_id,name,age,income,employment_status,region,signup_date,loan_amount,credit_score,late_payments,default_history,risk_score,risk_level,claim_id,incident_date,claim_amount,claim_status,claim_type,debt_to_income_ratio,risk_category,risk_category_encoded
10044,Teresa Barton,25,63513,Self-Employed,North,08/01/2018 03:17,16614,451,1,0,88,High,59185,20/06/2022 14:37,12415,0,Accident,0.261584242596004,High Risk,0
10044,Teresa Barton,25,63513,Self-Employed,North,08/01/2018 03:17,16614,451,1,0,88,High,68530,02/05/2020 21:59,4987,1,Other,0.261584242596004,High Risk,0
10045,Allison Wade,64,69269,Unemployed,East,28/05/2019 05:30,14301,385,2,0,75,Medium,58140,24/02/2021 02:06,4591,1,Theft,0.2064559904141824,High Risk,0
10045,Allison Wade,64,69269,Unemployed,East,28/05/2019 05:30,14301,385,2,0,75,Medium,67845,16/04/2021 00:41,8502,1,Accident,0.2064559904141824,High Risk,0
10045,Allison Wade,64,69269,Unemployed,East,28/05/2019 05:30,16821,476,3,0,79,Medium,58140,24/02/2021 02:06,4591,1,Theft,0.24283590061932467,High Risk,0
10045,Allison Wade,64,69269,Unemployed,East,28/05/2019 05:30,16821,476,3,0,79,Medium,67845,16/04/2021 00:41,8502,1,Accident,0.24283590061932467,High Risk,0
10045,Allison Wade,64,69269,Unemployed,East,28/05/2019 05:30,24401,479,1,0,17,Low,58140,24/02/2021 02:06,4591,1,Theft,0.352264360680824,High Risk,0
10045,Allison Wade,64,69269,Unemployed,East,28/05/2019 05:30,24401,479,1,0,17,Low,67845,16/04/2021 00:41,8502,1,Accident,0.352264360680824,High Risk,0
10045,Allison Wade,64,69269,Unemployed,East,28/05/2019 05:30,20561,439,4,0,59,Medium,58140,24/02/2021 02:06,4591,1,Theft,0.29682830703489294,High Risk,0
10045,Allison Wade,64,69269,Unemployed,East,28/05/2019 05:30,20561,439,4,0,59,Medium,67845,16/04/2021 00:41,8502,1,Accident,0.29682830703489294,High Risk,0
10046,Stephanie Sutton,52,15252,Student,South,28/11/2020 12:22,17059,629,2,0,86,High,60659,08/05/2018 04:36,12093,2,Other,1.1184762654078153,Moderate Risk,2
10046,Stephanie Sutton,52,15252,Student,South,28/11/2020 12:22,17059,629,2,0,86,High,61727,29/12/2022 13:40,4959,1,Accident,1.1184762654078153,Moderate Risk,2
10048,Ms. Donna Mclaughlin,67,50866,Unemployed,South,10/10/2018 08:53,15217,325,4,0,9,Low,60164,11/07/2017 10:50,7703,2,Theft,0.29915857350686115,High Risk,0
10049,Paul Hernandez,21,62442,Student,West,28/08/2017 19:48,14403,308,1,0,28,Low,52368,29/07/2017 19:12,11823,0,Theft,0.23066205438647064,High Risk,0
10049,Paul Hernandez,21,62442,Student,West,28/08/2017 19:48,14403,308,1,0,28,Low,56832,03/01/2021 11:45,7765,1,Theft,0.23066205438647064,High Risk,0
10049,Paul Hernandez,21,62442,Student,West,28/08/2017 19:48,14403,308,1,0,28,Low,58621,22/07/2017 04:51,8471,1,Accident,0.23066205438647064,High Risk,0
10054,Amanda Frank MD,71,40558,Student,South,15/12/2015 23:38,16455,845,0,0,46,Low,54857,09/07/2023 14:29,4846,2,Other,0.4057152719562109,Very Low Risk,3
10055,William Moore,80,35284,Self-Employed,North,12/07/2018 04:43,19923,812,1,0,54,Medium,54222,13/05/2023 05:47,9148,0,Natural Disaster,0.564646865434758,Very Low Risk,3
10055,William Moore,80,35284,Self-Employed,North,12/07/2018 04:43,19923,812,1,0,54,Medium,63856,27/02/2022 10:32,2804,0,Natural Disaster,0.564646865434758,Very Low Risk,3
10055,William Moore,80,35284,Self-Employed,North,12/07/2018 04:43,19923,812,1,0,54,Medium,69238,11/03/2020 12:13,10345,0,Natural Disaster,0.564646865434758,Very Low Risk,3
10055,William Moore,80,35284,Self-Employed,North,12/07/2018 04:43,15261,525,2,0,16,Low,54222,13/05/2023 05:47,9148,0,Natural Disaster,0.4325189887767827,High Risk,0
10055,William Moore,80,35284,Self-Employed,North,12/07/2018 04:43,15261,525,2,0,16,Low,63856,27/02/2022 10:32,2804,0,Natural Disaster,0.4325189887767827,High Risk,0
10055,William Moore,80,35284,Self-Employed,North,12/07/2018 04:43,15261,525,2,0,16,Low,69238,11/03/2020 12:13,10345,0,Natural Disaster,0.4325189887767827,High Risk,0
10058,Brian Johnson,51,55039,Unemployed,East,29/10/2021 12:34,14124,502,5,0,90,High,58372,11/08/2024 18:41,8361,2,Other,0.25661803448463816,High Risk,0
10058,Brian Johnson,51,55039,Unemployed,East,29/10/2021 12:34,14124,502,5,0,90,High,60474,08/12/2021 09:44,8629,0,Other,0.25661803448463816,High Risk,0
10058,Brian Johnson,51,55039,Unemployed,East,29/10/2021 12:34,14124,502,5,0,90,High,63085,08/08/2024 01:32,4560,1,Theft,0.25661803448463816,High Risk,0
10058,Brian Johnson,51,55039,Unemployed,East,29/10/2021 12:34,14124,502,5,0,90,High,63625,19/11/2021 10:54,9559,2,Theft,0.25661803448463816,High Risk,0
10059,Sarah Wood,79,51864,Self-Employed,Central,16/01/2019 02:38,16760,737,0,0,34,Low,55482,16/08/2020 11:44,3348,2,Accident,0.32315286132963134,Low Risk,1
10059,Sarah Wood,79,51864,Self-Employed,Central,16/01/2019 02:38,16760,737,0,0,34,Low,67009,04/12/2023 18:57,6644,2,Theft,0.32315286132963134,Low Risk,1
10059,Sarah Wood,79,51864,Self-Employed,Central,16/01/2019 02:38,21740,394,1,0,61,Medium,55482,16/08/2020 11:44,3348,2,Accident,0.41917322227363873,High Risk,0
10059,Sarah Wood,79,51864,Self-Employed,Central,16/01/2019 02:38,21740,394,1,0,61,Medium,67009,04/12/2023 18:57,6644,2,Theft,0.41917322227363873,High Risk,0
10060,Melissa Green,31,36098,Student,Central,07/10/2021 08:56,9245,839,5,0,24,Low,56928,16/01/2021 23:25,13480,0,Natural Disaster,0.2561083716549393,Very Low Risk,3
10060,Melissa Green,31,36098,Student,Central,07/10/2021 08:56,9245,839,5,0,24,Low,60467,14/08/2018 00:08,8268,1,Natural Disaster,0.2561083716549393,Very Low Risk,3
10060,Melissa Green,31,36098,Student,Central,07/10/2021 08:56,10364,322,1,0,49,Low,56928,16/01/2021 23:25,13480,0,Natural Disaster,0.2871073189650396,High Risk,0
10060,Melissa Green,31,36098,Student,Central,07/10/2021 08:56,10364,322,1,0,49,Low,60467,14/08/2018 00:08,8268,1,Natural Disaster,0.2871073189650396,High Risk,0
10061,Mr. William Curtis,65,24327,Student,Central,18/08/2016 03:25,12844,462,0,0,10,Low,66306,14/08/2021 04:50,4494,1,Theft,0.5279730340773626,High Risk,0
10061,Mr. William Curtis,65,24327,Student,Central,18/08/2016 03:25,12445,455,1,0,11,Low,66306,14/08/2021 04:50,4494,1,Theft,0.5115715049122375,High Risk,0
10062,Christina Bailey,32,44460,Employed,South,30/12/2020 17:55,18442,610,0,0,32,Low,69646,09/02/2021 00:53,3711,0,Other,0.41479982006297794,Moderate Risk,2
10062,Christina Bailey,32,44460,Employed,South,30/12/2020 17:55,26527,444,4,0,94,High,69646,09/02/2021 00:53,3711,0,Other,0.5966486729644624,High Risk,0
10062,Christina Bailey,32,44460,Employed,South,30/12/2020 17:55,12510,764,0,0,16,Low,69646,09/02/2021 00:53,3711,0,Other,0.2813765182186235,Very Low Risk,3
10063,Diana Jones,79,72200,Student,East,03/04/2021 01:23,23422,426,1,0,32,Low,59530,24/11/2021 10:44,9568,2,Other,0.324404432132964,High Risk,0
10063,Diana Jones,79,72200,Student,East,03/04/2021 01:23,18989,732,0,0,63,Medium,59530,24/11/2021 10:44,9568,2,Other,0.263005540166205,Low Risk,1
10063,Diana Jones,79,72200,Student,East,03/04/2021 01:23,12595,386,3,0,76,Medium,59530,24/11/2021 10:44,9568,2,Other,0.17444598337950137,High Risk,0
10064,Kim Nixon,57,50090,Retired,South,29/04/2022 18:06,18189,776,0,0,15,Low,64745,15/06/2022 04:31,9016,1,Other,0.363126372529447,Very Low Risk,3
10066,Michael Peterson,41,52700,Retired,South,24/04/2017 06:10,17975,456,0,1,95,High,50645,13/02/2017 19:39,7029,1,Accident,0.3410815939278937,High Risk,0
10066,Michael Peterson,41,52700,Retired,South,24/04/2017 06:10,17975,456,0,1,95,High,52510,01/03/2024 23:48,4396,0,Natural Disaster,0.3410815939278937,High Risk,0
10070,Amanda Adams,46,41978,Retired,South,25/10/2016 15:25,12910,720,3,1,64,Medium,54066,26/12/2024 11:15,4591,0,Natural Disaster,0.30754204583353184,Low Risk,1
10074,William Freeman,26,66911,Retired,East,19/05/2018 23:01,12762,589,2,0,38,Low,51524,19/05/2023 17:29,5132,0,Theft,0.19073097099131683,Moderate Risk,2
10075,Denise Moore,18,37311,Student,East,13/09/2015 02:23,22200,391,1,0,43,Low,66376,23/05/2019 15:58,2880,2,Theft,0.5949987939213637,High Risk,0
10076,Robert Perkins,25,50017,Retired,Central,09/09/2015 23:05,15879,686,5,0,4,Low,51884,03/04/2017 11:36,11568,1,Natural Disaster,0.3174720594997701,Low Risk,1
10077,Eric Walker,80,75273,Student,North,19/04/2021 23:05,19194,361,1,0,37,Low,54562,15/05/2020 17:10,5842,2,Natural Disaster,0.2549918297397473,High Risk,0
10077,Eric Walker,80,75273,Student,North,19/04/2021 23:05,13024,814,1,0,41,Low,54562,15/05/2020 17:10,5842,2,Natural Disaster,0.1730235276925325,Very Low Risk,3
10079,Brittany Middleton,25,57540,Self-Employed,North,16/03/2020 12:46,19087,504,3,1,73,Medium,50707,24/05/2021 16:05,5469,0,Theft,0.3317170663885992,High Risk,0
10079,Brittany Middleton,25,57540,Self-Employed,North,16/03/2020 12:46,17696,508,2,0,88,High,50707,24/05/2021 16:05,5469,0,Theft,0.3075425790754258,High Risk,0
10079,Brittany Middleton,25,57540,Self-Employed,North,16/03/2020 12:46,10406,731,4,0,2,Low,50707,24/05/2021 16:05,5469,0,Theft,0.18084810566562393,Low Risk,1
10081,Adam Lopez,52,57205,Employed,North,30/08/2022 01:00,10305,768,1,0,93,High,55060,07/07/2021 00:02,9066,1,Other,0.1801415960143344,Very Low Risk,3
10081,Adam Lopez,52,57205,Employed,North,30/08/2022 01:00,8272,486,3,0,25,Low,55060,07/07/2021 00:02,9066,1,Other,0.14460274451533958,High Risk,0
10082,Michael Shaffer,50,58195,Employed,West,14/07/2016 23:18,15759,450,2,0,6,Low,58645,01/02/2018 10:33,6102,1,Natural Disaster,0.27079646017699116,High Risk,0
10087,Frank Maxwell,29,45059,Student,Central,12/06/2018 07:11,20678,781,1,0,8,Low,60051,12/05/2018 15:15,5376,2,Other,0.4589094298586298,Very Low Risk,3
10090,Anna Frazier,65,59538,Self-Employed,West,10/07/2020 00:52,18727,626,1,0,88,High,50187,04/02/2020 06:51,9634,1,Accident,0.31453861399442373,Moderate Risk,2
10090,Anna Frazier,65,59538,Self-Employed,West,10/07/2020 00:52,18727,626,1,0,88,High,57910,03/03/2021 17:02,1148,2,Natural Disaster,0.31453861399442373,Moderate Risk,2
10090,Anna Frazier,65,59538,Self-Employed,West,10/07/2020 00:52,14024,327,1,0,72,Medium,50187,04/02/2020 06:51,9634,1,Accident,0.2355470455843327,High Risk,0
10090,Anna Frazier,65,59538,Self-Employed,West,10/07/2020 00:52,14024,327,1,0,72,Medium,57910,03/03/2021 17:02,1148,2,Natural Disaster,0.2355470455843327,High Risk,0
10094,Sean Fields,61,27236,Student,North,18/07/2020 18:32,23024,848,2,1,76,Medium,57445,06/02/2018 22:30,3854,0,Natural Disaster,0.8453517403436628,Very Low Risk,3
10094,Sean Fields,61,27236,Student,North,18/07/2020 18:32,23024,848,2,1,76,Medium,69019,19/10/2020 01:27,9873,1,Theft,0.8453517403436628,Very Low Risk,3
10094,Sean Fields,61,27236,Student,North,18/07/2020 18:32,23024,848,2,1,76,Medium,69971,06/12/2018 23:33,10521,0,Accident,0.8453517403436628,Very Low Risk,3
10095,Seth Bender,52,59847,Self-Employed,Central,17/10/2016 06:10,11160,364,3,0,62,Medium,51063,10/01/2024 12:25,3340,1,Other,0.1864755125570204,High Risk,0
10095,Seth Bender,52,59847,Self-Employed,Central,17/10/2016 06:10,11160,364,3,0,62,Medium,53874,07/08/2017 08:55,11210,1,Accident,0.1864755125570204,High Risk,0
10095,Seth Bender,52,59847,Self-Employed,Central,17/10/2016 06:10,15987,396,2,0,42,Low,51063,10/01/2024 12:25,3340,1,Other,0.26713118452052736,High Risk,0
10095,Seth Bender,52,59847,Self-Employed,Central,17/10/2016 06:10,15987,396,2,0,42,Low,53874,07/08/2017 08:55,11210,1,Accident,0.26713118452052736,High Risk,0
10095,Seth Bender,52,59847,Self-Employed,Central,17/10/2016 06:10,20060,328,1,1,88,High,51063,10/01/2024 12:25,3340,1,Other,0.3351880628937123,High Risk,0
10095,Seth Bender,52,59847,Self-Employed,Central,17/10/2016 06:10,20060,328,1,1,88,High,53874,07/08/2017 08:55,11210,1,Accident,0.3351880628937123,High Risk,0
10097,Dominique Rich,64,18162,Self-Employed,South,29/10/2015 19:30,20800,644,0,0,90,High,55032,24/08/2023 03:26,12090,0,Other,1.1452483206695299,Moderate Risk,2
10097,Dominique Rich,64,18162,Self-Employed,South,29/10/2015 19:30,17805,710,0,1,34,Low,55032,24/08/2023 03:26,12090,0,Other,0.9803435744962009,Low Risk,1
10102,Sara Lopez,44,51185,Retired,Central,07/12/2015 02:49,15950,757,1,1,66,Medium,62884,12/11/2017 14:56,4189,0,Theft,0.311614730878187,Very Low Risk,3
10102,Sara Lopez,44,51185,Retired,Central,07/12/2015 02:49,18069,372,3,0,27,Low,62884,12/11/2017 14:56,4189,0,Theft,0.35301357819673734,High Risk,0
10103,Eugene Harrington,26,60538,Retired,East,26/07/2019 19:42,17981,478,2,0,52,Medium,53645,11/10/2024 21:19,4537,2,Other,0.2970200535201031,High Risk,0
10103,Eugene Harrington,26,60538,Retired,East,26/07/2019 19:42,17981,478,2,0,52,Medium,54850,23/03/2019 23:15,11208,0,Other,0.2970200535201031,High Risk,0
10104,Jennifer Brown,32,73225,Retired,South,20/03/2016 13:32,23646,700,2,0,50,Low,59390,30/03/2022 03:10,11201,2,Accident,0.32292249914646637,Low Risk,1
10104,Jennifer Brown,32,73225,Retired,South,20/03/2016 13:32,23646,700,2,0,50,Low,59939,01/05/2020 05:50,7198,2,Other,0.32292249914646637,Low Risk,1
10104,Jennifer Brown,32,73225,Retired,South,20/03/2016 13:32,13147,832,3,1,97,High,59390,30/03/2022 03:10,11201,2,Accident,0.1795425059747354,Very Low Risk,3
10104,Jennifer Brown,32,73225,Retired,South,20/03/2016 13:32,13147,832,3,1,97,High,59939,01/05/2020 05:50,7198,2,Other,0.1795425059747354,Very Low Risk,3
10111,Sandra Hardin,32,56230,Unemployed,Central,12/10/2015 07:02,13803,381,0,0,78,Medium,60370,10/09/2024 03:54,1577,1,Other,0.24547394629201494,High Risk,0
10111,Sandra Hardin,32,56230,Unemployed,Central,12/10/2015 07:02,16590,510,3,0,96,High,60370,10/09/2024 03:54,1577,1,Other,0.2950382358171794,High Risk,0
10112,Michael Hall,60,41830,Unemployed,West,12/09/2022 01:13,20860,416,1,0,73,Medium,52757,07/10/2021 15:32,5743,2,Natural Disaster,0.4986851541955534,High Risk,0
10112,Michael Hall,60,41830,Unemployed,West,12/09/2022 01:13,20860,416,1,0,73,Medium,53420,17/04/2023 03:42,9139,2,Natural Disaster,0.4986851541955534,High Risk,0
10118,Timothy Williams,45,39389,Unemployed,East,15/03/2020 23:47,18922,356,0,0,16,Low,64380,24/12/2020 10:56,13098,2,Other,0.48038792556297444,High Risk,0
10118,Timothy Williams,45,39389,Unemployed,East,15/03/2020 23:47,18922,356,0,0,16,Low,69454,23/03/2020 23:29,10652,1,Accident,0.48038792556297444,High Risk,0
10124,Kent Paul,23,59931,Employed,East,22/07/2019 17:14,23575,304,0,1,17,Low,54325,05/08/2021 11:16,6632,1,Other,0.39336904106389015,High Risk,0
10125,Kelly Campos,45,64587,Unemployed,North,19/08/2021 15:05,11486,380,4,0,36,Low,67037,05/09/2020 11:48,3261,2,Theft,0.17783764534658678,High Risk,0
10125,Kelly Campos,45,64587,Unemployed,North,19/08/2021 15:05,11486,380,4,0,36,Low,67161,10/07/2022 21:33,6955,2,Theft,0.17783764534658678,High Risk,0
10125,Kelly Campos,45,64587,Unemployed,North,19/08/2021 15:05,14141,668,0,0,14,Low,67037,05/09/2020 11:48,3261,2,Theft,0.21894498892966077,Moderate Risk,2
10125,Kelly Campos,45,64587,Unemployed,North,19/08/2021 15:05,14141,668,0,0,14,Low,67161,10/07/2022 21:33,6955,2,Theft,0.21894498892966077,Moderate Risk,2
10130,Melissa Schroeder DVM,79,41830,Employed,West,25/03/2017 06:39,20200,356,3,0,12,Low,62271,05/05/2023 18:19,4764,1,Other,0.4829070045421946,High Risk,0
10132,Victoria Carter DVM,44,43741,Employed,West,30/03/2018 13:24,17232,517,2,0,44,Low,63809,18/11/2021 02:21,8642,2,Other,0.39395532795317895,High Risk,0
10132,Victoria Carter DVM,44,43741,Employed,West,30/03/2018 13:24,17232,517,2,0,44,Low,63968,21/02/2024 21:07,13670,1,Theft,0.39395532795317895,High Risk,0
10133,Mark Lynn,79,19286,Self-Employed,North,29/08/2015 13:12,7033,357,3,0,28,Low,53901,15/01/2017 06:48,6524,0,Accident,0.3646686715752359,High Risk,0
10137,Matthew Villanueva,79,27831,Unemployed,South,28/06/2015 17:26,13941,766,2,0,89,High,58961,03/12/2019 16:05,9970,1,Natural Disaster,0.5009162444755848,Very Low Risk,3
10137,Matthew Villanueva,79,27831,Unemployed,South,28/06/2015 17:26,15805,381,4,0,46,Low,58961,03/12/2019 16:05,9970,1,Natural Disaster,0.5678919190830369,High Risk,0
10137,Matthew Villanueva,79,27831,Unemployed,South,28/06/2015 17:26,16101,636,0,0,18,Low,58961,03/12/2019 16:05,9970,1,Natural Disaster,0.5785275412310014,Moderate Risk,2
10143,Tiffany Luna,49,56613,Self-Employed,Central,17/11/2015 16:23,14247,588,5,1,10,Low,55426,29/09/2023 06:52,7269,0,Other,0.25165598007524775,Moderate Risk,2
10143,Tiffany Luna,49,56613,Self-Employed,Central,17/11/2015 16:23,14247,588,5,1,10,Low,68173,07/12/2017 15:18,9943,2,Accident,0.25165598007524775,Moderate Risk,2
10144,Shawn Rivera,69,56879,Student,East,03/02/2022 16:01,14890,754,5,0,34,Low,55047,12/12/2019 05:32,2262,0,Accident,0.26178378663478613,Very Low Risk,3
10145,Samuel Anderson,79,65584,Retired,North,11/06/2019 16:51,5549,323,2,1,5,Low,51491,03/05/2017 18:54,3189,0,Natural Disaster,0.08460905098804586,High Risk,0
10146,Dorothy Taylor MD,75,19927,Retired,West,06/11/2016 22:22,17998,828,3,0,61,Medium,63852,01/04/2019 09:04,11232,1,Other,0.9031966678376072,Very Low Risk,3
10146,Dorothy Taylor MD,75,19927,Retired,West,06/11/2016 22:22,20607,638,2,0,48,Low,63852,01/04/2019 09:04,11232,1,Other,1.034124554624379,Moderate Risk,2
10147,Cody Dunn,69,65224,Self-Employed,Central,18/12/2020 22:55,-2576,533,2,0,96,High,52670,24/08/2017 23:03,8206,1,Accident,-0.039494665,High Risk,0
10148,Bryan Foster,29,85623,Unemployed,West,15/11/2022 04:45,12243,731,1,0,32,Low,65225,18/02/2021 21:12,7181,1,Accident,0.14298728145474932,Low Risk,1
10148,Bryan Foster,29,85623,Unemployed,West,15/11/2022 04:45,12243,731,1,0,32,Low,68382,10/09/2022 23:14,9536,2,Other,0.14298728145474932,Low Risk,1
10148,Bryan Foster,29,85623,Unemployed,West,15/11/2022 04:45,15453,619,1,0,6,Low,65225,18/02/2021 21:12,7181,1,Accident,0.1804772082267615,Moderate Risk,2
10148,Bryan Foster,29,85623,Unemployed,West,15/11/2022 04:45,15453,619,1,0,6,Low,68382,10/09/2022 23:14,9536,2,Other,0.1804772082267615,Moderate Risk,2
10150,Julie Parks,19,49034,Student,East,21/04/2015 16:38,16668,449,3,0,47,Low,63598,29/08/2024 20:08,2279,1,Theft,0.33992739731614796,High Risk,0
10152,Dale Escobar,73,55346,Student,South,29/09/2020 20:23,7428,396,1,0,27,Low,53888,01/01/2018 06:18,8262,1,Theft,0.134210241029162,High Risk,0
10152,Dale Escobar,73,55346,Student,South,29/09/2020 20:23,7428,396,1,0,27,Low,58272,24/04/2019 22:22,6669,2,Other,0.134210241029162,High Risk,0
10152,Dale Escobar,73,55346,Student,South,29/09/2020 20:23,7428,396,1,0,27,Low,67276,22/09/2021 22:05,6081,1,Other,0.134210241029162,High Risk,0
